dpca0g000640.840	pentatricopeptide repeat 336 (PPR336);Tetratricopeptide repeat (TPR)-like superfamily protein	OsPLS29
dpca2g099230.840	chromatin remodeling 1 (CHR1);chromatin remodeling factor17 (CHR17);chromatin-remodeling protein 11 (CHR11)	OsCHB706, CHB706;OsCHB704, CHB704, HDMA707, OsHDMA707;OsCHR714
dpca2g149110.840	CLP protease regulatory subunit X (CLPX);ATP-dependent Clp protease	OsSTA38
dpca2g104710.840	nine-cis-epoxycarotenoid dioxygenase 9 (NCED9);nine-cis-epoxycarotenoid dioxygenase 3 (NCED3);nine-cis-epoxycarotenoid dioxygenase 5 (NCED5);nine-cis-epoxycarotenoid dioxygenase 2 (NCED2);nine-cis-epoxycarotenoid dioxygenase 6 (NCED6)	OSNCED1, OsNCED-1, OsNCED3, OsNced3, NCED3, OsNCED9, NCED9;OSNCED2, OsNCED2, OsNCED5, NCED5;OSNCED3, OsNCED-3, OsNCED3, OsNCED3a, NCED3a, OsNCED4, NCED4, OsNECD2, OsNCED2b, NCED2b;OsCCD1, OsCCD4a, CCD4a;OsNCED1, OsCCD4a, CCD4a
dpca2g173560.840	NO ASSOCIATED 1 (NOA1);BRASSINAZOLE(BRZ) INSENSITIVE PALE GREEN 2 (BPG2)	OsNOA1
dpca2g100760.840	GNS1/SUR4 membrane protein family;HOS3-1	
dpca2g092690.840	heat shock transcription factor  A6B (HSFA6B);heat shock transcription factor A2 (HSFA2)	HSfA2e, OsHsfA2e, OsHsf-12, OsHSF12, HSF12, OsHsfA2a, HsfA2a;HSfA2b, OsHsfA2b, OsHsf-18, rHsf5, HS1, HSF18, OsHSF18, HSF5, OsHSF5;HSfA2d, OsHsfA2d, OsHsf-08, rHsf7, HSF08, OsHSF8, HSF8, HSF7, OsHSF7, OsHSFA2dI, OsHSFA2dII, OsHSFA2dIII, OsHsfA6b, HsfA6b, OsHsf2d, Hsf2d, HTG3, OsHTG3;HSfA2c, OsHsfA2c, OsHsf-25, rHsf6, OsHSF6, HSF25, OsHSF25, HSF6, OsHsfA6a, HsfA6a
dpca2g098190.840	ADP glucose pyrophosphorylase large subunit 1 (APL1);ADPGLC-PPase large subunit (APL2);APL3	OsAGPL1, OsAPL1, APL1, OsAGPL3, AGPL3, OsAGPSL3, AGPSL3;OsAGPL4, APL4, OsAPL4, OsSTA193;OsAGPL3, APL3, OsAPL3, AGPlar, OsAGPL1, AGPL1;OsAGPL2, osagpl2, APL2, OsAPL2, AGPiso, sh2, Sh2, GIF2, GAS1
dpca2g096440.840	Transducin/WD40 repeat-like superfamily protein	OsWD40-93;OsWD40-144, WD40-144, OsWDR5b, WDR5b, OsDWD28, DWD28;OsWD40-86, WD40-86, OsWDR5a, WDR5a, OsWDR5, WDR5, OsDWD41, DWD41
dpca2g105420.840	UDP-Glycosyltransferase superfamily protein	OsUGT91C1, EUGT11, OsEUGT11
dpca2g144120.840	STARCH EXCESS 1 (SEX1)	OsGWD1
dpca2g154020.840	HASTY (HST)	
dpca2g116410.840	BPM3;BTB-POZ and MATH domain 1 (BPM1);BTB-POZ and MATH domain 2 (BPM2)	OsDLN235;OsMB49, MB49, DLN233, OsDLN233;OsMB22, MB22, OsMBTB51, MBTB51;OsMB33, MB33, OsMBTB36, MBTB36
dpca2g159140.840	AAR2 protein family	
dpca2g125590.840	chloroplast-localized ISCA-like protein (CPISCA);Iron-sulphur cluster biosynthesis family protein	OsISC7
dpca2g148310.840	alpha/beta-Hydrolases superfamily protein	
dpca2g113710.840	Ribosomal protein L9/RNase H1	
dpca2g088340.840	hydroxysteroid dehydrogenase 5 (HSD5);hydroxysteroid dehydrogenase 1 (HSD1);hydroxysteroid dehydrogenase 7 (HSD7);hydroxysteroid dehydrogenase 4 (HSD4)	OsEnS-59;OsEnS-150, OsDR, DR;OsEnS-62;drp7, OsHSD1, LGF1, HSD1
dpca2g122110.840	Protein of unknown function (DUF1218)	
dpca2g171130.840	xyloglucan endotransglucosylase/hydrolase 30 (XTH30);xyloglucan endotransglucosylase/hydrolase 29 (XTH29);xyloglucan endotransglucosylase/hydrolase 28 (XTH28);endoxyloglucan transferase A3 (EXGT-A3)	OsXTH26;OsXTH24;OsXTH23, XTR3, OsXTR3;OsXTH28;OsXTH25
dpca2g102980.840	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;AOP1	2-ODD34, Os2-ODD34, Os2ODD34
dpca2g099700.840	WOODEN LEG (WOL)	HK4, OHK4, HK, OsHK4, Crl1b, Ohk4, OHK4/OsHK4, OsPAL1;OHK5, HK, OsHK6, HK6, Crl1a, Ohk5, OsHK1, OsCKT1, ABL1, OsABL1;OHK2, HK, OsHK3, Ohk, Crl2, Ohk2, OsHK3b, OsHK03;OHK3, HK, OsHK5, Crl3, Ohk3, OsHK2
dpca2g144720.840	Oligosaccharyltransferase complex/magnesium transporter family protein	
dpca2g096930.840	INHIBITOR OF GROWTH 2 (ING2)	
dpca2g150180.840	leucine-rich repeat transmembrane protein kinase family protein;Leucine-rich repeat protein kinase family protein	OsSERK4, OsSERL9, OsSERK2, OsBAK1-5, OsTMS10, SERK4, SERL9, SERK2, BAK1-5, OsBAK1, BAK1;OsSERL8, OsBAK1-6, BAK1-6, TMS10L
dpca2g142160.840	Guanylate-binding family protein;guanylate-binding family protein	
dpca2g132900.840	CLUB (CLUB)	
dpca2g118290.840	Oxidoreductase family protein;Glyceraldehyde-3-phosphate dehydrogenase-like family protein;NAD(P)-binding Rossmann-fold superfamily protein	Ord
dpca2g108540.840	DTW domain-containing protein	
dpca2g140000.840	D6 protein kinase like 2 (D6PKL2);D6 protein kinase like 1 (D6PKL1);D6 protein kinase (D6PK)	G11A, OsAGC13;OsAGC6;OsAGC15
dpca2g130390.840	RNA helicase family protein;ATP-dependent RNA helicase, putative;ENHANCED SILENCING PHENOTYPE 3 (ESP3)	mog-4
dpca2g116020.840	F-box family protein	OsFbox554, Os_F0677, OsFBX386, FBX386
dpca2g160030.840	SODIUM HYPERSENSITIVE 1 (SHS1);Mitochondrial substrate carrier family protein;adenine nucleotide transporter 1 (ADNT1)	OsBT1-1, OsEnS-29, OsBT1, OsBt1, BT1, Bt1, OsBt1-1, shr3, OsBT1-2, BT1-2;OsBT1-3, SLA
dpca2g120770.840	MORPHEUS MOLECULE (MOM);chromatin remodeling 4 (CHR4)	CHR723, OsCHR723;CHR744, OsCHR744, OsDLN39
dpca2g173120.840	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2;TMPIT-like protein	
dpca2g095670.840	root hair specific 19 (RHS19);Peroxidase superfamily protein	prx98, Osprx98, POD1, OsPOD1;prx123;prx51
dpca2g123210.840	cytochrome P450, family 704, subfamily A, polypeptide 2 (CYP704A2);cytochrome P450, family 704, subfamily A, polypeptide 1 (CYP704A1);cytochrome P450, family 704, subfamily B, polypeptide 1 (CYP704B1);cytochrome P450, family 94, subfamily D, polypeptide 2 (CYP94D2)	OsCYP704A5;OsCPq10, CPq10
dpca2g118240.840	KIDARI (KDR);BANQUO 3 (BNQ3);basic helix-loop-helix (bHLH) DNA-binding family protein;activation-tagged BRI1(brassinosteroid-insensitive 1)-suppressor 1 (BS1);PACLOBUTRAZOL  RESISTANCE1 (PRE1)	OsILI7, OsbHLH173, bHLH173;OsbHLH154, bHLH154, OsILI1;OsBUL3, OsbHLH174, bHLH174;ILI6, OsILI6, PGL1, OsPGL1;OsILI3, OsbHLH153, bHLH153, OsBUL2, BUL2
dpca2g124990.840	Fe superoxide dismutase 3 (FSD3);Fe superoxide dismutase 2 (FSD2);Fe superoxide dismutase 1 (FSD1)	SodB, Fe-SOD, Fe- SOD, OsFe-SOD, Fe+-SOD, OsFe+-SOD, OsFe-SODa, OsFe-SODb, OsFeSODb, FeSODb, OsFSD1.2, FSD1.2, FeSOD2, OsFSD2, FSD2, OsFSD1, FSD1, ALM1, OsALM1, OsPAP4, PAP4, OsPAP4/OsFSD3, OsFSD3, FSD3;FSD1.1, OsFSD1.1, OsSOD-Fe, SOD-Fe, FeSOD1, OsFeSOD1, OsFSD2, FSD2, OsPAP9, OsPAP9/OsFSD2;SodA1, OsSODA1, Mn-SOD, Mn- SOD, OsMSD, MnSOD, OsMnSOD, MnSOD1, OsMnSOD1
dpca2g090470.840	DNA GYRASE A (GYRA)	
dpca2g111520.840	Sterile alpha motif (SAM) domain-containing protein	
dpca2g115910.840	Major facilitator superfamily protein;organic cation/carnitine transporter4 (4-Oct)	OCT7_Ath
dpca2g096960.840	LOW PSII ACCUMULATION 19 (LPA19)	
dpca2g139970.840	UDP-glucosyl transferase 71B5 (UGT71B5);UDP-glucosyl transferase 71C4 (UGT71C4);UDP-glucosyl transferase 88A1 (UGT88A1);UDP-Glycosyltransferase superfamily protein	UGT;OsCGT, CGT;UGT, OsUGT706D1
dpca2g129710.840	LOB domain-containing protein 27 (LBD27);LOB domain-containing protein 22 (LBD22);LOB domain-containing protein 7 (LBD7);LOB domain-containing protein 25 (LBD25);LATERAL ORGAN BOUNDARIES (LOB)	OsLBD9;OsLBD4;CRL1L3, CRLL3, OsCrll3, OsIG1, OsLBD1-9, LBD1-9, OsAS2, AS2, OsLBD11, LBD11
dpca2g172380.840	Glycosyltransferase family 29 (sialyltransferase) family protein;MALE GAMETOPHYTE DEFECTIVE 2 (MGP2)	
dpca2g133200.840	12-oxophytodienoate reductase 1 (OPR1);12-oxophytodienoate reductase 2 (OPR2);FMN-linked oxidoreductases superfamily protein;oxophytodienoate-reductase 3 (OPR3)	OsOPR1, OsOPR2, OsOPR11, OsOPR06-6, OPDAR1, OsOPR, OPDAR;OsOPR4, OsOPR10, OsOPR06-3, OsOPR7;OsOPR5, OsOPR6, OsOPR06-2, OPR4;OsOPR6, OsOPR4, OsOPR06-1;OsOPR2, OsOPR06-5
dpca2g172260.840	unknown protein	
dpca2g152930.840	hypersensitive to MMS, irradiation and MMC (MIM);structural maintenance of chromosomes 6A (SMC6A)	OsSMC6, SMC6a, OsSMC6a
dpca2g127870.840	DREB and EAR motif protein 3 (DEAR3);related to AP2 10 (RAP2.10);related to AP2 1 (RAP2.1)	OsERF#007, OsERF007, OsERF7, AP2/EREBP#142, AP2/EREBP142, DLN158, OsDLN158;OsERF#008, OsERF008, OsERF8, AP2/EREBP#128, AP2/EREBP128, DLN123, OsDLN123;OsERF#034, OsERF034, OsERF34, AP2/EREBP#042, AP2/EREBP42;OsERF#037, OsERF037, OsERF37, AP2/EREBP#041, AP2/EREBP41
dpca2g102020.840	magnesium (Mg) transporter 10 (MGT10)	OsMRS2-6, OsMGT3, MGT3
dpca2g093600.840	Ubiquitin carboxyl-terminal hydrolase family protein	
dpca2g117300.840	BTB-POZ and MATH domain 1 (BPM1);BTB-POZ and MATH domain 2 (BPM2)	OsMBTB31;OsMBTB32;OsMBTB30;OsMBTB29
dpca2g168130.840	Protein kinase superfamily protein;Protein kinase protein with adenine nucleotide alpha hydrolases-like domain;protein kinase family protein	OsRLCK61, OsUSP8, USP8;OsRLCK39, OsUSP4, USP4;OsRLCK68, OsUSP9, USP9;OsRLCK87, OsUSP15, USP15;OsRLCK201, OsUSP28, USP28
dpca2g126850.840	SGNH hydrolase-type esterase superfamily protein	OsGELP76;OsGELP1, OsEST1;OsGELP109;OsGELP112, WDL1
dpca2g148560.840	Copper amine oxidase family protein	OsDAO2, OsCuDAO2, CuDAO2;OsDAO1, OsCuDAO1, CuDAO1;OsDAO3, OsCuDAO3, CuDAO3
dpca2g106170.840	Leucine-rich repeat receptor-like protein kinase family protein;HAESA-like 1 (HSL1);FLAGELLIN-SENSITIVE 2 (FLS2)	OsSTA104, OsLBD27
dpca2g100590.840	MAPK/ERK kinase kinase 1 (MEKK1);mitogen-activated protein kinase kinase kinase 9 (MAPKKK9);MAPK/ERK kinase kinase 3 (MEKK3);WRKY19	OsCSL1, MKKK22, OsMKKK22, GNP3, OsGNP3;OsKCS9
dpca2g154330.840	GT72B1;UDP-glucosyl transferase 72B3 (UGT72B3);UDP-Glycosyltransferase superfamily protein	
dpca2g151040.840	ABNORMAL INFLORESCENCE MERISTEM (AIM1);multifunctional protein 2 (MFP2);3-hydroxyacyl-CoA dehydrogenase family protein	MFP, OsAIM, OsCHD, CHD
dpca2g101380.840	seed imbibition 2 (SIP2);seed imbibition 1 (SIP1);DARK INDUCIBLE 10 (DIN10)	Rafs, OsRS2, RS2;OsRS2, OsRS5, RS5;Osh69, h69, OsAGA1, OsRS6, RS6;OsAGA3, OsRS4, RS4;Rafs, OsRS3
dpca2g127170.840	RESISTANCE TO P. SYRINGAE PV MACULICOLA 1 (RPM1);RECOGNITION OF PERONOSPORA PARASITICA 8 (RPP8)	
dpca2g132050.840	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein	OsCPA3;OsCPA2;OsCPA4
dpca2g168210.840	mitochondrial editing factor  22 (MEF22);Pentatricopeptide repeat (PPR) superfamily protein;Tetratricopeptide repeat (TPR)-like superfamily protein;ORGANELLE TRANSCRIPT PROCESSING 81 (OTP81)	OsPPR16;OsPLS30;PPR
dpca2g147390.840	UB-like protease 1D (ULP1D);OVERLY TOLERANT TO SALT 2 (OTS2);Cysteine proteinases superfamily protein	OsOTS1;OsOTS2;OsOTS3;OsSPF1, OsSPF1.1, OsSPF1.2
dpca2g114110.840	Zinc finger (C3HC4-type RING finger) family protein	OsRFPH2-9, OsRING129, RING129, OsvWA8, vWA8;OsRING209, OsvWA29, vWA29;OsRING104, OsvWA7, vWA7;OsRFPH2-15, OsRING316, RING316, OsvWA6, vWA6
dpca2g130920.840	Nucleolar GTP-binding protein	
dpca2g104550.840	uclacyanin 1 (UCC1)	OsENODL11
dpca2g100160.840	ATPI4K ALPHA;Protein kinase superfamily protein	OsPI4K1, OsPI4K2, PI4K2, OsPI4KB, PI4KB
dpca2g096810.840	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein	qCTB7, OsCTB7;OsPHD16
dpca2g144290.840	Glycosyltransferase family 61 protein	OsXAT3;OsXAT2
dpca2g161680.840	ABC transporter family protein;P-glycoprotein 17 (PGP17);P-glycoprotein 18 (PGP18)	OsABCB9, OsPGP9, OsISC33;OsABCB7, ABCB7, OsPGP7, OsMDR17;OsABCB15, ABCB15, OsPGP15, OsMDR1, OsMDR2, MDR2, OsSTA125;OsABCB14, ABCB14, OsPGP14, OsMDR13, OsABCB14_1, OsABCB14_2
dpca2g148460.840	Concanavalin A-like lectin protein kinase family protein;receptor lectin kinase (RLK)	
dpca2g088820.840	electron transfer flavoprotein alpha (ETFALPHA)	ETFalpha, OsETFalpha
dpca2g106340.840	related to AP2 11 (RAP2.11)	OsERF#004, OsERF004, OsERF4, AP2/EREBP#159, AP2/EREBP159;OsERF#005, OsERF005, OsERF5, AP2/EREBP#072, AP2/EREBP72;OsERF#071, OsERF071, OsERF71, AP2/EREBP#124, AP2/EREBP124, OsERF15
dpca2g156620.840	ABA Overly-Sensitive 5 (ABO5);proton gradient regulation 3 (PGR3);Pentatricopeptide repeat (PPR-like) superfamily protein;pentatricopeptide (PPR) repeat-containing protein	Rf4, Rf-4, PPR782a, PPR9, PPR3
dpca2g103720.840	O-Glycosyl hydrolases family 17 protein;antitermination NusB domain-containing protein	v1, NUS1, OsV1, OsNUS1;OsBGL8
dpca2g169700.840	alpha/beta-Hydrolases superfamily protein	
dpca2g163090.840	RAD23;RADIATION SENSITIVE23B (RAD23B);RADIATION SENSITIVE23A (RAD23A)	Rad23;OsRAD23;RAD23
dpca2g088240.840	Sanskrit for 'bright' (TEJ);poly(ADP-ribose) glycohydrolase 2 (PARG2)	OsPARG
dpca2g114590.840	unknown protein;SUB1	
dpca2g172590.840	catalase 1 (CAT1);catalase 2 (CAT2);catalase 3 (CAT3)	CATA1, Cat A1*, OSCAT-A, Cat2, CatA1, CAT-A, OsCatA, OsCAT, CAT, catA, OSCATA, OsCATc, OsCATA, OsCAT1A, CAT1, OsCAT1, OsCATC, OsCAT2;CATC, OsCat, OsCatC, OsCATC, OsNOE1, noe1, catC, OsCATC, CAT3, OsCAT3, LLM9428, OsLLM9428;CatB, CAT-B, OsCatB, OsCATB, OsCAT1B, CAT1B, CAT2, OsCAT2
dpca2g109350.840	cytochrome P450, family 76, subfamily C, polypeptide 1 (CYP76C1);cytochrome P450, family 76, subfamily C, polypeptide 4 (CYP76C4);cytochrome P450, family 76, subfamily C, polypeptide 2 (CYP76C2);cytochrome P450, family 76, subfamily C, polypeptide 3 (CYP76C3);cytochrome P450, family 76, subfamily C, polypeptide 6 (CYP76C6)	OsCYP76-16, OsCYP71AB1, CYP71AB1;OsCYP71AB3, OsCYP76C2, CYP76C2;OsCYP76-17, OsCYP71AB2, CYP71AB2, OsCYP76C4, CYP76C4;OsCYP76-6, OsCYP71AB8, CYP71AB8;OsCYP71AB9
dpca2g136510.840	WLIM1;GATA type zinc finger transcription factor family protein	OsPLIM2a, PLIM2a
dpca2g087600.840	Pectin lyase-like superfamily protein;QUARTET 1 (QRT1);PPME1	OsPME34;OsPME33;OsPME35;OsPME32, OsSTA270;OsPME5
dpca2g095360.840	hydroxyproline-rich glycoprotein family protein	
dpca2g165500.840	receptor like protein 12 (RLP12);Protein kinase family protein with leucine-rich repeat domain;receptor like protein 46 (RLP46);FLAGELLIN-SENSITIVE 2 (FLS2)	OsCLV2b
dpca2g136870.840	golgi alpha-mannosidase II (GMII);Glycosyl hydrolase family 38 protein	
dpca2g106320.840	phosphate transporter 4;ANTR2;anion transporter 1 (ANTR1)	OsPT26;OsPT25
dpca2g114600.840	CONTAINS InterPro DOMAIN/s: Leucine-rich repeat, typical subtype (InterPro:IPR003591), Leucine-rich repeat (InterPro:IPR001611), Ubiquitin (InterPro:IPR000626), Ubiquitin supergroup (InterPro:IPR019955);Leucine-rich repeat (LRR) family protein	OsIRL8;OsIRL7
dpca2g111770.840	FUNCTIONS IN: molecular_function unknown	
dpca2g099440.840	Homeodomain-like superfamily protein	MYB
dpca2g155520.840	citrate synthase 3 (CSY3);citrate synthase 2 (CSY2);citrate synthase 1 (CSY1)	
dpca2g087260.840	unknown protein	
dpca2g105690.840	NAC domain containing protein 58 (NAC058);Arabidopsis NAC domain containing protein 39 (ANAC039);NAC domain containing protein 38 (NAC038);CUP-SHAPED COTYLEDON 2 (CUC2);NAC domain containing protein 100 (NAC100)	ONAC006, ONAC6, DLN95, OsDLN95;ONAC072, ONAC72, DLN228, OsDLN228;NAC2, OsNAC2, ONAC004, ONAC4, ONAC034, ONAC34, ONAC058, ONAC58, OMTN2, Ostil1, OsNAC2/ONAC004, OsORE1.2, DLN113, OsDLN113;OsNAC15, ONAC015, ONAC15, ONAC069, ONAC69
dpca2g172930.840	Alg9-like mannosyltransferase family	
dpca2g172120.840	trehalose phosphate synthase (TPS10)	OsTPS8, OsTPS1, TPS1;OsTPS9;OsTPS5
dpca2g122640.840	Eukaryotic aspartyl protease family protein	OsAP47
dpca2g090270.840	Protein of unknown function (DUF567);LATE UPREGULATED IN RESPONSE TO HYALOPERONOSPORA PARASITICA (LURP1)	
dpca2g106560.840	unknown protein	OsAlR3
dpca2g126070.840	HXXXD-type acyl-transferase family protein	
dpca2g114240.840	Adenine nucleotide alpha hydrolases-like superfamily protein	OsUSP37
dpca2g133800.840	plasma membrane intrinsic protein 1;plasma membrane intrinsic protein 1B (PIP1B);plasma membrane intrinsic protein 1C (PIP1C);plasma membrane intrinsic protein 1A (PIP1A)	OsPIP1;2, PIP1-2, OsPIP1-2;OsPIP1a, OsPIP1;1, PIP1a, RWC-1, PIP1-1, RWC1, OsPIP1-1, PIP1;1, PIP1-5;OsPIP1;3. PIP1.3, PIP1-3, RWC3, RWC-3, OsPIP1-3;OsPIP2a, PIP2-1, PIP2a, PIP2.1, OsPIP2;1, PIP2;1, OsPIP2-1
dpca2g098240.840	folate transporter 1 (FOLT1);NAD+ transporter 2 (NDT2);NAD+ transporter 1 (NDT1);Mitochondrial substrate carrier family protein	OsBT1-2
dpca2g138870.840	NHL domain-containing protein	OsLG2;OsFUWA
dpca2g104490.840	unknown protein	SCD2, OsSCD2, OsDPH1, CEF3, OsCEF3
dpca2g169860.840	Pentatricopeptide repeat (PPR) superfamily protein;maternal effect embryo arrest 40 (MEE40)	
dpca2g161560.840	RING/U-box superfamily protein	OsRING241, OsC3HC4_013, C3HC4_013;OsCLR1, CLR1, OsDSNP1, OsRING318, RING318, OsC3HC4_067, C3HC4_067;OsRING208
dpca2g171200.840	Pentatricopeptide repeat (PPR) superfamily protein;mitochondrial editing factor  22 (MEF22);Tetratricopeptide repeat (TPR)-like superfamily protein	PPR, OsPLS34
dpca2g133440.840	SQUINT (SQN);Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein	OsCYP40a, OsCYP-13, OsCYP40-1a, OsCYP40-1b;OsCYP40b, OsCYP-8, OsCYP40-2;OsCYP63, OsCYP-18;OsCYP95, OsCYP-6, OsCYP95a, OsCYP95b
dpca2g149150.840	Protein with RING/U-box and TRAF-like domains;seven in absentia of Arabidopsis 2 (SINAT2)	OsSIP14, RIP1, OsRIP1, OsRING77, RING77, OsSINAT3, SINAT3;OsRFPHC-14, RFPHC-14, OsSTA9, RIP3, OsRIP3, OsRING79, RING79;OsSIP33, RIP2, OsRIP2, OsRING76, RING76, OsSINAT5, SINAT5;OsDIS1, RIP5, OsRIP5, OsRING80, RING80, OsSINAT4, SINAT4;OsRIP6, OsRING78, RING78
dpca2g119040.840	METHIONINE OVERACCUMULATION 1 (MTO1);Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	OsaCGS1, OsCGS1;OsaCGS2, OsCGS2;OsaCGS4, OsCGS4;OsaCGS3, OsCGS3;OsaCGS5, OsCGS5
dpca2g096490.840	APETALA1 (AP1);CAULIFLOWER (CAL);AGAMOUS-like 8 (AGL8);SEPALLATA 2 (SEP2)	MADS14, OsMADS14, FDRMADS6, RMADS211, AGL10;OsMADS15, FDRMADS3, RMADS215, MADS15, DEP
dpca2g116300.840	DWNN domain, a CCHC-type zinc finger	
dpca2g167770.840	receptor like protein 2 (RLP2);Leucine-rich receptor-like protein kinase family protein;receptor like protein 3 (RLP3);phytosylfokine-alpha receptor 2 (PSKR2)	OsLRK8, OsPSKR1, PSKR1;OsLRK7, OsPSKR3, PSKR3;OsLRK4, OsPSKR6, PSKR6;OsLRK5, OsPSKR5, PSKR5
dpca2g124760.840	HAT1;HAT2;homeobox from Arabidopsis thaliana (HAT14);homeobox-leucine zipper protein 3 (HAT3);homeobox protein 2 (HB-2)	Oshox2, OsHox2, OsHDZ19, OsHDZIP19, HDZ19, HDZIP19;Oshox27, OsHox27, OsHDZ27, OsHDZIP27, HDZ27, HDZIP27;Oshox28, OsHox28, OsHDZ18, OsHDZIP18, HDZ18, HDZIP18;Oshox11, OsHox11, OsHDZ30, OsHDZIP30, HDZ30, HDZIP30;Oshox19, OsHox19, OsHDZ12, OsHDZIP12, HDZ12, HDZIP12
dpca2g096390.840	Ribosomal protein L13 family protein	OsRPL13a, RPL13a
dpca2g154830.840	Peroxidase superfamily protein	prx30, OsPrx30;prx29;prx86, OsPRX86;PRX2, OsPRX2
dpca2g109270.840	unknown protein	
dpca2g157060.840	Protein kinase family protein with leucine-rich repeat domain;HAESA-like 1 (HSL1);HAESA (HAE);HAESA-like 2 (HSL2);Leucine-rich repeat transmembrane protein kinase family protein	OsRLK5
dpca2g122340.840	gametophytic factor 2 (GFA2);ATJ1;DNAJ heat shock family protein	OsDjA9, DjA9;OsDjA11;OsDjA8, DjA8;OsDjA7, OsDnaJ;OsDjA2
dpca2g128080.840	metaxin-related	
dpca2g171930.840	SIN3 associated polypeptide P18 (SAP18)	OsSAP18
dpca2g101480.840	CW14;Protein of unknown function (DUF1336)	
dpca2g162530.840	KNOTTED1-like homeobox gene 3 (KNAT3);KNOTTED1-like homeobox gene 4 (KNAT4);KNOTTED1-like homeobox gene 5 (KNAT5)	OSH42, OSH44, H45
dpca2g146950.840	vacuolar protein sorting 45 (VPS45);secretory 1A (SEC1A)	
dpca2g153980.840	glucan synthase-like 4 (GSL04);glucan synthase-like 12 (GSL12)	OsGSL10, CalS3-2, OsCalS3-2;CalS8, OsCalS8;OsGSL5, OsSTA170, CalS5, OsCalS5
dpca2g123500.840	damaged DNA binding	OsRAD1
dpca2g163840.840	cytokinin response factor 4 (CRF4);cytokinin response factor 3 (CRF3);cytokinin response factor 2 (CRF2);ERF domain protein 12 (ERF12)	OsERF#056, OsERF056, OsERF56, AP2/EREBP#164, AP2/EREBP164;OsERF#053, OsERF053, OsERF53, AP2/EREBP#134, AP2/EREBP134, OsCRF2, OsCRF2a, OsCRF2b, CRF2, CRF2a, CRF2b;OsERF#054, OsERF054, OsERF54, AP2/EREBP#162, AP2/EREBP162, OsCRF3, CRF3;OsERF#097, OsERF097, OsERF97, AP2/EREBP#038, AP2/EREBP38;OsERF#062, OsERF062, OsERF62, AP2/EREBP#125, AP2/EREBP125, AP2-125, OsLG3, LG3, OsLG3/OsAP2-125, OsAP2-125, WAP1, OsWAP1, OsSTAP1, STAP1, ERF1, OsERF1
dpca2g092330.840	prenylated RAB acceptor 1.E (PRA1.E);PRA7;prenylated RAB acceptor 1.F4 (PRA1.F4);prenylated RAB acceptor 1.B4 (PRA1.B4);PRA8	
dpca2g094610.840	succinate dehydrogenase 1-1 (SDH1-1);succinate dehydrogenase 1-2 (SDH1-2);L-aspartate oxidase (AO)	sdh1, FP, sdh1-1;OsLASPO
dpca2g151170.840	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein;INVOLVED IN: positive regulation of catalytic activity, protein processing	OsAT-IV, OsDIAT
dpca2g088040.840	FUNCTIONS IN: molecular_function unknown	
dpca2g137880.840	SGNH hydrolase-type esterase superfamily protein;GDSL-like Lipase/Acylhydrolase superfamily protein	OsGELP82;OsGELP43;OsGELP81;OsGELP46, OsGELP46a, OsGELP46b;OsGELP108
dpca2g104630.840	BRI1 suppressor 1 (BSU1)-like 3 (BSL3);BRI1 suppressor 1 (BSU1)-like 2 (BSL2);BRI1 suppressor 1 (BSU1)-like 1 (BSL1)	OsPPKL3, PPKL3, OsPP132;OsPPKL1, PPKL1, qGL3, OsPP54, PP54, OsGL3.1, qGL3/OsPPKL1;OsPPKL2, OsPP73;OsPP41, OsTOPP3, TOPP3
dpca2g161570.840	Transmembrane amino acid transporter family protein	OsATL6;OsATL5;NAA, OsATL4
dpca2g123370.840	Histone superfamily protein	OsH3;H3R-21
dpca2g137390.840	Caleosin-related family protein	OsPXG9
dpca2g109570.840	Protein of unknown function (DUF604);FUNCTIONS IN: transferase activity, transferring glycosyl groups	OsSTA247
dpca2g127990.840	cation/H+ exchanger 19 (CHX19);cation/H+ exchanger 18 (CHX18)	OsCHX14, OsCHX6, CHX6;OsCHX15, OsCHX17, CHX17;OsCHX13, OsCHX4, CHX4;OsCHX16, OsCHX9, CHX9
dpca2g102450.840	unknown protein	
dpca2g088420.840	ARABIDOPSIS THALIANA PHOSPHOLIPASE D DELTA (ATPLDDELTA);phospholipase D delta (PLDDELTA);phospholipase D beta 1 (PLDBETA1);phospholipase D gamma 1 (PLDGAMMA1)	OsPLDdelta2, RPLD5, OsPLDnu1, OsC2DP33, C2DP33;OsPLDdelta3, OsPLDnu2, OsC2DP61, C2DP61;OsPLDdelta1, OsPLDdelta, OsSTA233, OsC2DP77, C2DP77;OsPLDbeta1, OsC2DP79, C2DP79
