dpca0g000240.841	RING/U-box superfamily protein;RING-H2 finger A3A (RHA3A);ATL8;RING-H2 finger A3B (RHA3B)	OsRING287;OsATL32, OsRING329, RING329;OsRING61;OsRING390;OsLTP1.13, OsLtpI.13
dpca1g004540.841	wall associated kinase 5 (WAK5);Protein kinase family protein;wall associated kinase 4 (WAK4);wall-associated kinase 2 (WAK2);cell wall-associated kinase (WAK1)	WAK3, OsWAK3;OsRLCK353;OsWAK121;OsWAK123
dpca1g022020.841	oxophytodienoate-reductase 3 (OPR3);12-oxophytodienoate reductase 2 (OPR2);12-oxophytodienoate reductase 1 (OPR1)	OsOPR7, OPR7, OsOPR13, OsOPR3, OsOPR5, OsOPR9, OsOPR08-1, OPR13, OPR3, OPR5, OPR9, OPR08-1, OsOPR8, OPR8;OsOPR1, OsOPR2, OsOPR11, OsOPR06-6, OPDAR1, OsOPR, OPDAR;OsOPR5, OsOPR6, OsOPR06-2, OPR4;OsOPR4, OsOPR10, OsOPR06-3, OsOPR7
dpca1g021360.841	unknown protein	OsGS9
dpca1g078640.841	LATERAL ROOT STIMULATOR 1 (LRS1);ZW18	OsWD40-194, OsDWD12, DWD12, OsWDR48;OsSTA250
dpca1g071650.841	DNAse I-like superfamily protein	
dpca1g080090.841	response regulator 9 (ARR9);response regulator 3 (RR3);response regulator 5 (RR5);response regulator 17 (RR17)	OsRR9, Rra1, OsRRA1, OsRR10, RR10;OsRR10, Rra2, OsRRA2, RR2;rr4, OsRR4, Rra3, OsRRA3;OsRR6, rr6, Rra6, OsRRA6
dpca1g075690.841	C2H2-like zinc finger protein;zinc finger (C2H2 type) family protein	OsZOS12-03
dpca1g065960.841	UDP-Glycosyltransferase superfamily protein;UDP-glucosyl transferase 73C2 (UGT73C2);UDP-glucosyl transferase 73C7 (UGT73C7);UDP-glycosyltransferase 73B4 (UGT73B4)	OsUGT98B1;OsUGT98B3
dpca1g052480.841	Leucine-rich repeat protein kinase family protein	OsRLCK257;OsRLCK325
dpca1g045880.841	RING/U-box superfamily protein	OsRING351, LA4, OsLA4, LATA1, OsLATA1
dpca1g078330.841	fatty acid amide hydrolase (FAAH);Amidase family protein;translocon at the outer membrane of chloroplasts 64-V (TOC64-V)	FAAH
dpca1g023650.841	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	
dpca1g049820.841	LETM1-like protein	
dpca1g021740.841	ATBRXL2;BREVIS RADIX-like 3 (BRX-LIKE3);BREVIS RADIX-like 4 (BRXL4)	OsBRXL1;OsBRXL5;OsBRXL2
dpca1g071670.841	histone H2A 12 (HTA12);histone H2A 6 (HTA6);histone H2A 7 (HTA7);histone H2A 2 (HTA2)	
dpca1g064410.841	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein;autoinhibited Ca2+/ATPase II (ACA.l)	osALA2
dpca1g010670.841	leucine-rich repeat transmembrane protein kinase family protein;Leucine-rich repeat protein kinase family protein	OsSERL1, OsBAK1-8, BAK1-8;coe1;OsSERK4, OsSERL9, OsSERK2, OsBAK1-5, OsTMS10, SERK4, SERL9, SERK2, BAK1-5, OsBAK1, BAK1;OsSERL8, OsBAK1-6, BAK1-6, TMS10L
dpca1g058310.841	DNAse I-like superfamily protein	
dpca1g065210.841	HAD superfamily, subfamily IIIB acid phosphatase 	OsVSP2
dpca1g040510.841	ENTH/VHS/GAT family protein;Target of Myb protein 1	
dpca1g063440.841	Leucine-rich repeat protein kinase family protein	OsJ_RLL1, OsPRK;OsRPK1, OsJNipponRPK1, OsI219RPK1, OsI9311RPK1;OsPRK
dpca1g052460.841	S-locus lectin protein kinase family protein;receptor-like protein kinase 4 (RLK4)	SDRLK-27, OsSDRLK-27, OsSDRLK27;SDRLK-35, OsSDRLK-35, OsSDRLK35;OsRLCK131, SDRLK-23, OsSDRLK-23, SDRLK23, OsSDRLK23;SDRLK-36, OsSDRLK-36, OsSDRLK36
dpca1g006520.841	lysophosphatidyl acyltransferase 2 (LPAT2);lysophosphatidyl acyltransferase 3 (LPAT3);lysophosphatidyl acyltransferase 5 (LPAT5)	OsLPAT2;OsLPAT4;OsLPAT5
dpca1g076720.841	fatty acid reductase 1 (FAR1);fatty acid reductase 4 (FAR4);ECERIFERUM 4 (CER4);fatty acid reductase 5 (FAR5);fatty acid reductase 8 (FAR8)	OsFAR7;OsCER4, OsFAR3, FAR3;OsFAR8;OsFAR4;OsFAR1
dpca1g064980.841	TRIACYLGLYCEROL BIOSYNTHESIS DEFECT 1 (TAG1)	OsDGAT, DGAT, OsDGAT1-1;OsDGAT1-2
dpca1g023760.841	FUNCTIONS IN: phosphoinositide binding	
dpca1g052750.841	vacuolar H+-ATPase subunit E isoform 2 (VHA-E2);vacuolar ATP synthase subunit E1 (TUF);vacuolar H+-ATPase subunit E isoform 3 (VHA-E3)	OsVHA-E2, OsRHA2, RHA2;v-ATP-E, Osv-ATP-E, OsVHA-E1, VHA-E1, OsGPA8, OsRHA4, RHA4;OsVHA-E3
dpca1g051780.841	ribonuclease P family protein	
dpca1g022060.841	ferredoxin-related	
dpca1g025130.841	DNAse I-like superfamily protein	
dpca1g058200.841	Hyaluronan / mRNA binding family	
dpca1g017460.841	3'-5'-exoribonuclease family protein;ribonuclease PH45A (RRP45a);ECERIFERUM 7 (CER7)	OsCER7
dpca1g022930.841	alpha/beta-Hydrolases superfamily protein	
dpca1g054070.841	RING 1A (RING1A);RING 1B (RING1B)	OsAIR1, OsRING172, RING172, OsPcG11, PcG11;OsRING171, OsPcG10, PcG10;OsRING447
dpca1g071800.841	alpha/beta-Hydrolases superfamily protein	OsSTA25, OsPLA1-Iigamma, PLA1-IIgamma;OsPLA1-IIbeta
dpca1g028090.841	Protein of unknown function (DUF1262)	
dpca1g043720.841	Ribosomal protein L1p/L10e family	
dpca1g037190.841	RNAse THREE-like protein 2 (RTL2);dicer-like 1 (DCL1);RNAse II-like 1 (RTL1)	sho1, DCL4, OsDCL4, Os DCL4, Dcl4;OsDCL2b
dpca1g001000.841	GRAS family transcription factor;SCARECROW-like 14 (SCL14)	OsGRAS-48, OsGRAS48, GRAS-48;OsGRAS-47, OsGRAS47, GRAS-47, HINGE4, OsHINGE4;OsGRAS44, OsGRAS-44, GRAS-44, GRAS44, OsGRAS-46, OsGRAS46, GRAS-46;OsGRAS-56, OsGRAS56, GRAS-56, DLN259, OsDLN259, OsGRAS53, GRAS53;OsSCL14, SCL14, OsGRAS-17, OsGRAS17, GRAS-17, DLN96, OsDLN96, OsGRAS15, GRAS15
dpca1g040590.841	ARA7;RAB homolog 1 (RHA1);ARA6;RAB GTPase 11C (RAB11c)	OsRab5D1;OsRab5B1, Rab5c, OsRab5c;glup4(esp8), esp8, glup4, OsRab5B2, Rab5a, OsRab5a, GPA1/Rab5a, GPA, GLUP4/Rab5, GLUP4/Rab5a, GPA1, OsGPA1
dpca1g004270.841	RESISTANCE TO P. SYRINGAE PV MACULICOLA 1 (RPM1);RECOGNITION OF PERONOSPORA PARASITICA 13 (RPP13);NB-ARC domain-containing disease resistance protein	Pik-m, Pi-m, Pi-km, Pikm, Pi m, Pikm1-TS, Pikm2-TS, Pi-km1, Pi-km2;OsRPM1, RPM-1
dpca1g078850.841	FAR1-related sequence 5 (FRS5);FAR1-related sequence 3 (FRS3)	
dpca1g013020.841	GASSHO1 (GSO1);GASSHO 2 (GSO2);Protein kinase family protein with leucine-rich repeat domain;FLAGELLIN-SENSITIVE 2 (FLS2)	OsSGN3a, SGN3a;OsSGN3b, SGN3b
dpca1g064360.841	SUPERCENTIPEDE1 (SCN1);Immunoglobulin E-set superfamily protein	OsRhoGDI1, RhoGDI1, OsGDI9, GDI9;OsRhoGDI3, RhoGDI3, OsGDI8, GDI8;OsRhoGDI2, RhoGDI2, OsGDI7, GDI7
dpca1g030120.841	unknown protein	
dpca1g043820.841	NC domain-containing protein-related	
dpca1g075960.841	Protein of unknown function (DUF1685)	
dpca1g021150.841	Eukaryotic aspartyl protease family protein	
dpca1g052640.841	ubiquitin-conjugating enzyme 11 (UBC11);ubiquitin conjugating enzyme 9 (UBC9);ubiquitin-conjugating enzyme 28 (UBC28)	OsUBC22;OsUBC23;Dhr6, OsUBC5b, OsUBC16, UBC16
dpca1g069670.841	S-adenosylmethionine synthetase 1 (SAM1);METHIONINE OVER-ACCUMULATOR 3 (MTO3);S-adenosylmethionine synthetase 2 (SAM-2)	OsSAMS1, OS-SAMS1, OsSAMS, SAM, SAMS;OsSAMS3, OsSAMS1, SAMS3, SAMS1, SAM2, SAM1;OsSAM2, SAM2, OsSAMS2, OS-SAMS2
dpca1g055660.841	FUNCTIONS IN: molecular_function unknown	OsMRGBP
dpca1g054780.841	nuclear assembly factor 1 (NAF1)	
dpca1g077950.841	VPS22	OsVPS22
dpca1g039720.841	chaperone protein dnaJ-related	
dpca1g058530.841	EMBRYO DEFECTIVE 2752 (EMB2752)	
dpca1g025990.841	subtilisin-like serine protease 2 (SLP2);Subtilase family protein;ARA12;subtilase 1.3 (SBT1.3)	OsSub28;OsSub31;OsSub45;OsSub30;OsSub56, OsRING474, RING474
dpca1g012480.841	beta-hydroxyisobutyryl-CoA hydrolase 1 (CHY1);ATP-dependent caseinolytic (Clp) protease/crotonase family protein	
dpca1g018820.841	TRANSPARENT TESTA 4 (TT4);LESS ADHESIVE POLLEN 5 (LAP5);Chalcone and stilbene synthase family protein;LESS ADHESIVE POLLEN 6 (LAP6)	OsPKS24, OsCHS30, CHS30, OsCHS25, CHS25;OsPKS25, OsCHS23, CHS23, OsCHS26, CHS26;OsPKS23, OsCHS29, CHS29, OsCHS24, CHS24;CHS*, Oschs, chs, chas, OsCHS, OsCHS1, CHS1, OsPKS26, PKS26, OsCHS24, CHS24, OsCHS27, CHS27;CHS, OsPKS06, OsPKS6, PKS06, OsCHS6, CHS6
dpca1g016150.841	disease resistance family protein / LRR family protein;receptor like protein 47 (RLP47);EF-TU receptor (EFR)	
dpca1g025660.841	HASTY (HST)	
dpca1g028350.841	APR-like 4 (APRL4);APR-like 6 (APRL6);APR-like 5 (APRL5)	OsAPRL4;OsAPRL3;OsAPRL2
dpca1g051270.841	Histone superfamily protein	H4, OsH4;H4;OsH4, H4, OsPH9
dpca1g072860.841	polygalacturonase inhibiting protein 1 (PGIP1);polygalacturonase inhibiting protein 2 (PGIP2);FLOR1 (FLR1);DNA-DAMAGE REPAIR/TOLERATION 100 (DRT100);Leucine-rich repeat (LRR) family protein	Ospgip3, pgip3, OsPGIP3;Ospgip4, pgip4, OsPGIP4;Ospgip1, pgip1, OsPGIP1;Ospgip2, pgip2, OsPGIP2;OsFOR1, Osfor1, OsPGIP5, PGIP5
dpca1g071470.841	UDP-N-acetylglucosamine (UAA) transporter family;UDP-galactose transporter 5 (UTR5);UDP-galactose transporter 1 (UTR1);UDP-galactose transporter 3 (UTR3)	OsUGT4
dpca1g035680.841	P-loop containing nucleoside triphosphate hydrolases superfamily protein;DEA(D/H)-box RNA helicase family protein	
dpca1g074500.841	lectin protein kinase family protein;receptor-like protein kinase 1 (RLK1);S-locus lectin protein kinase family protein	SDRLP-8, OsSDRLP-8, OsSDRLP8;SDRLK-7, OsSDRLK-7, OsSDRLK7;OsNRFG6, SDRLK-38, OsSDRLK-38, SDRLK38, OsSDRLK38;SDRLK-5, OsSDRLK-5, OsSDRLK5
dpca1g053210.841	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related	BRHIS1, Os BRHIS1, OsEDA16, CHR725, OsCHR725, OsRING433, RING433
dpca1g001260.841	myb domain protein 59 (MYB59);myb domain protein 48 (MYB48);ATMYB48-2	OsMYBAS1, Os2R_MYB92, 2R_MYB92, MYB2-110, OsMYB2-110;R2R3-MYB, MYB48/59, OsMYB48/59, Os2R_MYB98, 2R_MYB98, MYB2-116, OsMYB2-116
dpca1g006190.841	laccase 5 (LAC5);laccase 7 (LAC7);laccase 12 (LAC12);Laccase/Diphenol oxidase family protein	OsLAC17;OsLAC22;OsLAC23, OsLAC19, LAC19;OsLAC24;OsChI1, ChI1, OsLAC3
dpca1g079060.841	Kinase interacting (KIP1-like) family protein	
dpca1g047930.841	GLN phosphoribosyl pyrophosphate amidotransferase 1 (ASE1);GLN phosphoribosyl pyrophosphate amidotransferase 2 (ASE2);GLN phosphoribosyl pyrophosphate amidotransferase 3 (ASE3)	Atase3, OsATASE3;Atase1, OsATASE1
dpca1g020520.841	microfibrillar-associated protein-related	OsMFAP1
dpca1g060150.841	O-acyltransferase (WSD1-like) family protein	WSD1, OsWSD1, OsDITL1
dpca1g049460.841	Carbohydrate-binding-like fold	OsSBDCP2;OsSBDCP1
dpca1g006180.841	laccase 7 (LAC7);Laccase/Diphenol oxidase family protein;laccase 8 (LAC8);laccase 11 (LAC11);laccase 3 (LAC3)	OsLAC17;OsLAC23, OsLAC19, LAC19;OsLAC22;OsLAC24;OsLAC8, OsLAC7, LAC7
dpca1g072730.841	unknown protein	
dpca1g039850.841	RAB GTPase homolog A2B (RABA2b);RAB GTPase homolog A2C (RABA2c);RAB GTPase homolog A2D (RABA2D);RAB GTPase 11C (RAB11c)	rgp2, OsRab11B1;OsRab11B2;OsSTA36;OsRab11C3
dpca1g062380.841	DNA glycosylase superfamily protein	AlkA
dpca1g024030.841	Pentatricopeptide repeat (PPR) superfamily protein;Tetratricopeptide repeat (TPR)-like superfamily protein	OsDYW5
dpca1g034910.841	unknown protein	
dpca1g069300.841	myb domain protein 61 (MYB61);myb domain protein 50 (MYB50);myb domain protein 86 (MYB86);myb domain protein 55 (MYB55)	R2R3-MYB, OsMYB55/61-L, MYB55/61-L, OsMYB55, OsMYB61-L, MYB55, MYB61-L, OsMYB61L, MYB61L, OsMYB61b, MYB61b, Os2R_MYB53, 2R_MYB53, OsMYB2P-1, MYB2P-1, MYB2-62, OsMYB2-62;OsMYB55/61, OsMYB55, MYB55, OsMYB61, MYB61, OsMYB61a, MYB61a, Os2R_MYB5, 2R_MYB5, MYB2-6, OsMYB2-6;OsMYB86;OsMYB86-L1, Os2R_MYB8, 2R_MYB8, MYB2-9, OsMYB2-9;OsMYB14, OsJAdMYB1, JAdMYB1, Os2R_MYB12, 2R_MYB12, MYB2-13, OsMYB2-13
dpca1g005560.841	Tyrosine transaminase family protein;SUPERROOT 1 (SUR1);tyrosine aminotransferase 3 (TAT3)	OsNAAT1;OsNAAT2;OsNAAT4, OsNAAT1
dpca1g075620.841	VARIANT IN METHYLATION 1 (VIM1);VARIANT IN METHYLATION 3 (VIM3);VARIANT IN METHYLATION 4 (VIM4)	OsRFPHC-11, OsRING376, RING376;OsDLN109, OsRING375, RING375
dpca1g067750.841	alpha/beta-Hydrolases superfamily protein;triacylglycerol lipase-like 1 (TLL1)	
dpca1g077280.841	Peptidase S24/S26A/S26B/S26C family protein	OsSigP7, SIGP7
dpca1g063540.841	cytochrome BC1 synthesis (BCS1);P-loop containing nucleoside triphosphate hydrolases superfamily protein	
dpca1g020230.841	Predicted AT-hook DNA-binding family protein;SUPPRESSOR OF PHYB-4#3 (SOB3);GIANT KILLER (GIK)	AHL, OsAHL22;AHL, OsAHL18, AHL18;dp1, pa, DP1/PAL1, PAL1, OsDP1, OsAHL11, AHL11;AHL2, OsAHL2, OsAHL3, AHL3;OsAHL15, AHL, OsAHL17, AHL17
dpca1g075730.841	histidine triad nucleotide-binding 3 (HINT3)	
dpca1g058470.841	nucleosome assembly protein 1;nucleosome assembly protein1	Orysa;NAP1;2, OsNAP1_L2;Orysa;NAP1;1, OsNAP1_L1;Orysa;NAP1;3, OsNAP1_L3
dpca1g051600.841	RING/U-box superfamily protein	OsRING57;OsRING56, OsC3HC4_012, C3HC4_012
dpca1g081580.841	Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein	D53(D K3), DK3, Dwf34, SMXL6/7/8, OsD53;OsD53L
dpca1g008160.841	serine carboxypeptidase-like 27 (SCPL27);serine carboxypeptidase-like 26 (scpl26);BRI1 SUPPRESSOR 1 (BRS1);serine carboxypeptidase-like 29 (scpl29);serine carboxypeptidase-like 22 (scpl22)	OsSCP1;OsEnS-75, OsSCP27, OsSCP28, SCP28;OsSCP5
dpca1g039760.841	GroES-like zinc-binding alcohol dehydrogenase family protein;Oxidoreductase, zinc-binding dehydrogenase family protein;oxidoreductase, zinc-binding dehydrogenase family protein;NQR	CAD;OsRNG3
dpca1g066610.841	LOB domain-containing protein 13 (LBD13);LOB domain-containing protein 15 (LBD15);ASL5	OsLBD32;OsLBD1-8, LBD1-8, OsLBD12;ra2, Osra2, OsCrll4, CRL1L4, CRLL4, OsRA2, OsLBD13, LBD13;OsLBD5-3, LBD5-3, OsLBD33
dpca1g049300.841	Tetratricopeptide repeat (TPR)-like superfamily protein;Pentatricopeptide repeat (PPR) superfamily protein;ORGANELLE TRANSCRIPT PROCESSING 84 (OTP84)	OsPPS1
dpca1g048080.841	Protein of unknown function (DUF1218)	
dpca1g072880.841	Protein of unknown function (DUF594);unknown protein	
dpca1g069240.841	Agenet domain-containing protein	
dpca1g009330.841	TRANSPARENT TESTA 4 (TT4);Chalcone and stilbene synthase family protein;LESS ADHESIVE POLLEN 5 (LAP5);LESS ADHESIVE POLLEN 6 (LAP6)	OsPKS27, OsCHS25, CHS25, OsCHS28, CHS28;CHS, OsPKS02, OsPKS2, PKS02, OsCHS2, CHS2;OsPKS01, PKS01, OsPKS1, OsCHS1, CHS1;OsCHS2, CHS2, OsPKS08, OsPKS8, PKS08, OsCHS8, CHS8;CHS*, Oschs, chs, chas, OsCHS, OsCHS1, CHS1, OsPKS26, PKS26, OsCHS24, CHS24, OsCHS27, CHS27
dpca1g053010.841	VIRE2 interacting protein 2 (VIP2);NOT2 / NOT3 / NOT5 family	
dpca1g075700.841	serine carboxypeptidase-like 42 (scpl42);serine carboxypeptidase-like 44 (scpl44);serine carboxypeptidase-like 43 (SCPL43)	OsSCP48;OsSCP24;OsSCP12;OsSCP42
dpca1g046580.841	NB-ARC domain-containing disease resistance protein;LRR and NB-ARC domains-containing disease resistance protein;RESISTANCE TO P. SYRINGAE PV MACULICOLA 1 (RPM1);HOPZ-ACTIVATED RESISTANCE 1 (ZAR1)	PIC22
dpca1g021000.841	unknown protein	OsNKAP
dpca1g060510.841	RRP41	
dpca1g008540.841	NAMT1;BSMT1;S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	
dpca1g040040.841	AZA-guanine resistant1 (AZG1);AZA-GUANINE RESISTANT2 (AZG2)	
dpca1g065190.841	HAD superfamily, subfamily IIIB acid phosphatase 	OsVSP2
dpca1g070000.841	iron-regulated protein 3 (IREG3)	
dpca1g071950.841	disease resistance family protein / LRR family protein;receptor like protein 50 (RLP50);receptor like protein 23 (RLP23);receptor like protein 33 (RLP33);receptor like protein 46 (RLP46)	
dpca1g070900.841	sugar transporter 1 (STP1);sugar transporter protein 7 (STP7);Major facilitator superfamily protein	OsSTP27;OsFCO10, OsSTP13, STP13;OsSTP23;OsMST8, OSMST8, OsSTP8, STP8
dpca1g059960.841	Rab5-interacting family protein	
dpca1g076100.841	diacylglycerol kinase 2 (DGK2);diacylglycerol kinase1 (DGK1)	OsDGK8;OsDGK5;OsDGK4
dpca1g002770.841	RECQ helicase l1 (RECQI1);RECQ helicase L4B (RECQ4B);RECQ4A;RecQl3	
dpca1g018480.841	monooxygenase 1 (MO1);FAD/NAD(P)-binding oxidoreductase family protein;CTF2A	
dpca1g058250.841	SALT OVERLY SENSITIVE 3 (SOS3)	CBL4, OsCBL4, OsSOS3;OsCBL7;OsCBL8;OsCBL5;OsCBL1, Os-CBL1
dpca1g074250.841	PIN-FORMED 5 (PIN5);PIN-FORMED 4 (PIN4);PIN-FORMED 6 (PIN6)	OsPIN5a, OsPIN6;PIN5C, OsPIN5c, OsPIN5b, PIN4;OsPIN1D, OsPIN1d;PIN1C, OsPIN1C, OsPIN1c, OsPIN1a;PIN5B, OsPIN5b, OsPIN5c
dpca1g048280.841	ROOT HAIR DEFECTIVE4 (RHD4);SUPPRESSOR OF ACTIN 1B (ATSAC1B);SAC domain-containing protein 8 (SAC8);suppressor of actin 1 (ATSAC1)	OsGH1
dpca1g003820.841	12-oxophytodienoate reductase 1 (OPR1);12-oxophytodienoate reductase 2 (OPR2);FMN-linked oxidoreductases superfamily protein;oxophytodienoate-reductase 3 (OPR3)	OsOPR1, OsOPR2, OsOPR11, OsOPR06-6, OPDAR1, OsOPR, OPDAR;OsOPR4, OsOPR10, OsOPR06-3, OsOPR7;OsOPR5, OsOPR6, OsOPR06-2, OPR4;OsOPR6, OsOPR4, OsOPR06-1;OsOPR2, OsOPR06-5
dpca1g031420.841	unknown protein	
dpca1g060100.841	Peroxidase superfamily protein	prx118;atp6, OsPOX1, prx3, POX1;prx88, OsPRX88;prx57;prx17, OsPRX17, OsPRX72
dpca1g071830.841	receptor-like protein kinase-related family protein;Receptor-like protein kinase-related family protein;cysteine-rich RLK (RECEPTOR-like protein kinase) 25 (CRK25);FUNCTIONS IN: molecular_function unknown	OsDUF26, CRRSP, OsCRRSP55, CRRSP55
dpca1g022950.841	3-phosphoglycerate dehydrogenase (PGDH);D-3-phosphoglycerate dehydrogenase;embryo sac development arrest 9 (EDA9)	OsPGDH2;OsPGDH3;OsPGDH1;OsFDH, FDH 1, FDH1, OsFDH1
dpca1g024710.841	unknown protein	SIP30;TGO, tgo
dpca1g079960.841	RNA helicase family protein;ATP-dependent RNA helicase, putative;embryo defective 3011 (EMB3011)	mog-4
dpca1g070750.841	unknown protein	
dpca1g062440.841	RAD-like 6 (RL6);RAD-like 1 (RL1);MATERNAL EFFECT EMBRYO ARREST 3 (MEE3)	MYB
dpca1g079580.841	IQ calmodulin-binding motif family protein;calmodulin-binding family protein;embryo sac development arrest 39 (EDA39)	OsIQM8;OsIQM5;OsIQM3;OsSTA91, OsIQM2
dpca1g054620.841	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	OsbHLH067, bHLH067, bHLH67, OsbHLH67;OsbHLH069, bHLH069, bHLH69, OsbHLH69, OsNSP1;OsbHLH068, bHLH068, bHLH68, OsbHLH68;OsbHLH070;OsbHLH071, bHLH071, bHLH71
dpca1g016560.841	Cytochrome P450 superfamily protein;cytochrome P450, family 89, subfamily A, polypeptide 5 (CYP89A5);cytochrome P450, family 87, subfamily A, polypeptide 6 (CYP89A6);cytochrome P450, family 87, subfamily A, polypeptide 7 (CYP89A7);cytochrome P450, family 89, subfamily A, polypeptide 3 (CYP89A3)	
dpca1g053180.841	Histone superfamily protein	OsCENH3, CenH3;OsH3
dpca1g009230.841	beta-hexosaminidase 3 (HEXO3)	OsSTA39
dpca1g011650.841	HEAT-INTOLERANT 1 (HIT1)	
dpca1g063350.841	plastid transcriptionally active 14 (PTAC14)	OsSET23, SDG747, OsSDG747, OsPAP7, PAP7, OsPAP7/OspTAC14, OspTAC14, pTAC14
dpca1g004380.841	NB-ARC domain-containing disease resistance protein;LRR and NB-ARC domains-containing disease resistance protein;HOPZ-ACTIVATED RESISTANCE 1 (ZAR1)	
dpca1g073070.841	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein;SCP1-like small phosphatase 5	
dpca1g063390.841	alpha/beta-Hydrolases superfamily protein	OsPOP2, POP2
dpca1g053670.841	UDP-Glycosyltransferase superfamily protein;UDP-glucosyl transferase 85A2 (UGT85A2)	OsUGT87C1;OsEnS-18, EnS-18, Os6
dpca1g030940.841	Pentatricopeptide repeat (PPR) superfamily protein;Tetratricopeptide repeat (TPR)-like superfamily protein	OsPLS21;OsPPS1;PPR, OsPLS34;OsPPR16;PPR13
dpca1g033570.841	serine hydroxymethyltransferase 4 (SHM4);EMBRYO SAC DEVELOPMENT ARREST 37 (EDA36);serine hydroxymethyltransferase 7 (SHM7)	OsSHM3, SHM3, OsSHMT3, OsSHTM5, SHTM5;OsSHM5, SHM5, OsSHMT5, OsSHTM2, SHTM2;OsSHM4, SHM4, OsSHMT4, SHMT4, OsSHTM1, SHTM1, OsCADT1, FLO20, OsFLO20
dpca1g057940.841	AAA-type ATPase family protein;STICHEL (STI)	
dpca1g075930.841	Major facilitator superfamily protein;nitrate transporter 1:2 (NRT1:2)	OsPTR3, PTR3, PTR3-A;PTR
dpca1g019550.841	beta-ketoacyl reductase 1 (KCR1);beta-ketoacyl reductase 2 (KCR2)	OsKCR1, OsWSL3, WSL3
dpca1g077990.841	O-fucosyltransferase family protein	OsSTA252
dpca1g055190.841	P-loop containing nucleoside triphosphate hydrolases superfamily protein	OsSTA35
dpca1g040520.841	Leucine-rich repeat protein kinase family protein	OsRPK1, OsJNipponRPK1, OsI219RPK1, OsI9311RPK1;OsJ_RLL1, OsPRK;OsPRK
dpca1g041400.841	Ribosomal L29e protein family	
dpca1g071860.841	OBF-binding protein 3 (OBP3);Dof-type zinc finger DNA-binding family protein;DNA binding with one finger 2.4 (DOF2.4)	OsDof19, Dof19, OsDof-19;OsDof21, Dof21, OsDof-21, OsCDF2, CDF2, OsDof22, Dof22;OsDof14, Dof14, OsDof-14, OsDof12, Dof12;OsDof16, Dof16, OsDof-16;OsDof28, Dof28, OsDof-28, OsDof29, Dof29
dpca1g074780.841	Tetratricopeptide repeat (TPR)-like superfamily protein;Pentatricopeptide repeat (PPR) superfamily protein;ORGANELLE TRANSCRIPT PROCESSING 84 (OTP84)	
dpca1g004140.841	Sulfite exporter TauE/SafE family protein	OsDISMO6;OsDISMO4
dpca1g021440.841	Glycosyl hydrolase family protein;beta-D-xylosidase 4 (XYL4);beta-xylosidase 3 (BXL3)	OsXyl1
dpca1g080490.841	CBL-interacting protein kinase 3 (CIPK3);Ca2+regulated serine-threonine protein kinase family protein;CBL-interacting protein kinase 23 (CIPK23)	OsCIPK32, OsSnRK3.34, SnRK3.34;OsCIPK33, OsSnRK3.32, SnRK3.32;OsCK1, CIPK31, OsCIPK31, Os-CIPK3, OsSnRK3.11, SnRK3.11
dpca1g071620.841	DNAse I-like superfamily protein	
dpca1g077340.841	PRLI-interacting factor, putative;BTB/POZ domain-containing protein;BEST Arabidopsis thaliana protein match is: BTB/POZ domain-containing protein (TAIR:AT1G63850.1)	OsH-BTB8;OsH-BTB6;OsH-BTB2;OsH-BTB3;OsH-BTB5
dpca1g049510.841	Tetratricopeptide repeat (TPR)-like superfamily protein	
dpca1g012370.841	Ribosomal protein S8 family protein;ribosomal protein S15A (RPS15A);ribosomal protein S15A D (RPS15AD)	RPS15a, OsRPS15a
dpca1g012520.841	beta-hydroxyisobutyryl-CoA hydrolase 1 (CHY1);ATP-dependent caseinolytic (Clp) protease/crotonase family protein	
dpca1g078000.841	CONTAINS InterPro DOMAIN/s: Domain of unknown function XS (InterPro:IPR005380)	
dpca1g043670.841	NAD kinase 1 (NADK1);NAD kinase 2 (NADK2)	OsNADK;OsNADK1
dpca1g002380.841	RESISTANCE TO P. SYRINGAE PV MACULICOLA 1 (RPM1);NB-ARC domain-containing disease resistance protein;Disease resistance protein (CC-NBS-LRR class) family	Pik-5-L, OsPik-5-L, OsPIK5L
dpca1g014830.841	lovastatin insensitive 1 (LOI1);Tetratricopeptide repeat (TPR)-like superfamily protein;Pentatricopeptide repeat (PPR) superfamily protein;CHLORORESPIRATORY REDUCTION22 (CRR22)	OsPPR16
dpca1g077490.841	leucine-rich repeat transmembrane protein kinase family protein;Leucine-rich repeat protein kinase family protein;Leucine-rich repeat receptor-like protein kinase family protein;Leucine-rich receptor-like protein kinase family protein	OsSPL36;OsCLVATA, CLVATA
dpca1g077050.841	serine carboxypeptidase-like 42 (scpl42);serine carboxypeptidase-like 44 (scpl44);serine carboxypeptidase-like 41 (scpl41)	OsSCP48;OsSCP63;OsSCP24;OsSCP40;OsSCP10, SCP10
